lead_id,age,location,industry,job_role,company_size,website_visits,email_opens,time_spent_on_site,click_through_rate,past_purchases,inquiry_responses,lead_source,lead_quality,lead_score
lead_id_648,42,Asia,Healthcare,Analyst,Small,10,2,5.89,0.45,0,0,Paid Ads,High,77
lead_id_26,61,North America,Healthcare,Other,Large,0,0,0.25,0.7142857142857143,1,1,Email Campaign,Medium,11
20101410,46,Other,Other,Analyst,Small,1,3,26.39,0.22,0,0,Other,Medium,39
170E0B5BF51972D1,34,Europe,Healthcare,Other,Medium,16,1,40.9406666666667,0.508333333333333,0,0,Organic,Medium,77
LEAD000238,51,North America,Manufacturing,Analyst,Small,4,1,2.0,0.0,1,9,Email Campaign,High,76
308852,49,North America,Manufacturing,Other,Small,20,1,24.75,0.11,4,0,Referral,High,54
cb3c83a0-3763-11eb-99b8-80a4c7509327,43,North America,Healthcare,Executive,Medium,4,12,1.0,0.4,0,4,Paid Ads,Medium,19
55857,54,North America,Retail,Other,Large,0,1,0.0,0.0,6,3,Organic,Medium,93
1001,24,Asia,Retail,Student,Small,4,2,5.0,0.2,2,0,Social Media,High,29
17699337751177,60,Europe,Manufacturing,Student,Small,0,0,0.0,0.0,0,0,Paid Ads,Low,7
16857,34,Europe,Retail,Analyst,Large,9,10,3.0,0.71,4,6,Organic,High,73
006,49,Asia,Healthcare,Analyst,Small,10,0,0.34,0.85,0,0,Paid Ads,Medium,80
0d72807c-3a21-4c00-b693-97f213411999,29,North America,Retail,Freelancer,Large,21,2,13.95,0.35,0,4,Social Media,Medium,26
005826,62,Europe,Healthcare,Other,Enterprise,0,8,11.47,0.1578947368421052,0,5,Other,High,20
15760,40,North America,Healthcare,Freelancer,Small,1,2,1.0216666666666667,0.16666666666666666,0,0,Organic,Medium,12
100000019752,33,North America,Retail,Executive,Small,2,20,3.76,0.05,0,2,Organic,High,5
3021,42,Europe,Healthcare,Analyst,Small,0,2,2.5,0.52,8,2,Email Campaign,Medium,47
7779006057,29,Europe,Retail,Analyst,Enterprise,0,0,0.0,0.0,0,0,Email Campaign,Medium,14
8945,37,Europe,Healthcare,Freelancer,Small,1,4,13.0,0.0,0,0,Referral,Low,22
1fba5744-1daa-4b19-8494-72c1c8351813,20,North America,Other,Student,Small,10,0,0.0,0.0,0,0,Other,Medium,9
65193,31,Asia,Retail,Student,Small,9,19,3.0,0.025,0,0,Other,High,46
166800456,60,Asia,Healthcare,Freelancer,Small,2,9,6.8666667,0.8,1,3,Organic,Medium,24
20605,28,North America,Healthcare,Other,Large,16,13,1.25,0.02283165085906175,1,2,Paid Ads,Medium,12
430,61,Europe,Retail,Freelancer,Enterprise,9,2,82.0,0.5,1,1,Organic,Low,62
227148,28,Europe,Healthcare,Analyst,Enterprise,4,10,1.0,0.3333333333333333,0,2,Paid Ads,Medium,34
2300000083,21,North America,Healthcare,Other,Large,1,3,3.0,0.0,0,1,Other,Low,20
17862,34,Europe,IT,Student,Small,22,2,4.75,0.07,0,5,Other,High,72
C4106463,45,Europe,Retail,Analyst,Enterprise,1,3,6.0,0.6666666666666666,2,0,Email Campaign,High,7
L070000000JZUBP,49,Europe,Other,Other,Medium,2,2,3.05714285714286,0.411764705882353,0,0,Email Campaign,High,56
7,32,Asia,Retail,Student,Small,6,1,2.55,0.15,8,7,Paid Ads,Medium,76
P0000014,51,Europe,Healthcare,Other,Medium,1,0,0.0,0.5833333333333333,2,1,Referral,High,22
1220,35,Europe,Manufacturing,Analyst,Large,12,1,27.0,0.0,10,0,Email Campaign,Medium,27
405126,47,Asia,Other,Executive,Small,0,1,0.0,0.0,0,2,Referral,High,47
70561,40,Europe,Healthcare,Manager,Small,6,4,16.0,0.14285714285714285,9,6,Organic,High,66
30898,59,Europe,Healthcare,Student,Small,32,1,10.42,0.38,0,1,Referral,Low,63
02135,24,Europe,Manufacturing,Manager,Small,18,28,2.096666666666667,0.935,0,2,Other,Medium,83
240,20,Europe,Other,Student,Small,1,2,2.97,0.0032258064516129,0,0,Organic,High,7
4006007929853847122,38,Europe,IT,Student,Small,0,1,0.4597959999999999,0.1388888888888889,0,1,Paid Ads,Medium,34
8115,38,Other,Manufacturing,Manager,Small,2,3,46.46875,0.5625,1,3,Paid Ads,Medium,51
LP0000184,48,North America,Manufacturing,Analyst,Small,2,4,7.0,0.4666666666666667,0,0,Paid Ads,Medium,44
99791,31,North America,Other,Student,Small,7,1,6.37,0.0,0,0,Referral,High,14
k12b02q7776485481364068f0358,28,North America,Manufacturing,Other,Medium,1,4,2.0,0.25,0,0,Social Media,Medium,78
596429,46,Europe,Finance,Analyst,Small,46,15,1.94,0.09,0,1,Email Campaign,High,33
12454,37,North America,Healthcare,Student,Small,0,1,0.0,0.105,0,1,Organic,Low,9
115241,52,Europe,Healthcare,Student,Small,8,0,9.8,0.0,3,0,Social Media,Medium,15
A_00000,48,Asia,Healthcare,Executive,Enterprise,0,10,0.36,0.0,4,0,Social Media,Medium,52
LP0000018,48,Europe,Healthcare,Executive,Large,12,12,5.0,0.97,3,3,Organic,High,78
608368,29,North America,Manufacturing,Analyst,Small,2,1,11.626666666666667,0.5,0,4,Referral,High,76
108968,34,Asia,Finance,Student,Medium,10,1,36.0,0.77,4,4,Organic,High,22
54e38c59-72bf-4657-b1fd-33134922ff65,31,Europe,Retail,Analyst,Small,1,2,4.815731666666667,0.0,0,4,Organic,Medium,60
1141860,62,Asia,Healthcare,Executive,Small,1,10,22.8333,0.1136,0,4,Paid Ads,Medium,5
34688,54,Europe,Other,Freelancer,Small,20,1,14.0,0.0,3,0,Email Campaign,Low,3
ORJB7F032A97S870,46,Europe,Manufacturing,Other,Medium,0,2,0.67,0.55,1,3,Other,Medium,80
11608,44,Europe,Finance,Student,Small,8,10,2.5,0.4712195121951219,0,1,Social Media,Medium,56
10752,50,North America,Retail,Other,Large,17,1,8.84,0.36,2,6,Social Media,Medium,30
7451,38,Europe,Healthcare,Student,Small,0,1,0.42,0.0,0,0,Paid Ads,Low,3
223,31,Asia,IT,Other,Small,22,5,1.12,0.0,0,1,Organic,Medium,28
147639,39,North America,Healthcare,Executive,Small,1,0,2.0,0.3643369253265313,0,3,Social Media,High,9
629752624,47,North America,Healthcare,Manager,Enterprise,0,18,1.93,0.75,0,1,Referral,Medium,66
0000043,39,Europe,Retail,Freelancer,Enterprise,11,20,2.0,0.36666666666666664,2,7,Email Campaign,Medium,52
R53R-000-0006,44,Europe,Manufacturing,Freelancer,Small,0,1,0.0,0.0,0,1,Email Campaign,Low,29
0000000009,30,Europe,Finance,Executive,Enterprise,19,5,12.0,0.95,0,9,Email Campaign,Medium,75
LEA_07770000000000000000_0000000000,28,North America,Other,Other,Enterprise,2,7,1.0,0.26,1,1,Other,Medium,42
02512,53,South America,Healthcare,Analyst,Small,0,0,1.0,0.0,0,0,Social Media,High,37
12003,32,Asia,Manufacturing,Other,Small,1,0,5.6,0.0,0,1,Paid Ads,Medium,74
100000000164611,61,Europe,Healthcare,Other,Medium,12,0,0.42,0.0,0,0,Paid Ads,Low,0
LEA_0000000001,35,North America,Manufacturing,Analyst,Large,1,15,3.34860024165081,0.409090909090909,1,1,Paid Ads,Medium,37
n0948,56,Europe,Other,Student,Small,1,1,5.0,0.26,0,0,Social Media,High,28
LP000000111,37,North America,IT,Analyst,Small,0,0,0.0,0.0,1,0,Email Campaign,Medium,28
LEAD0000001653,34,North America,Manufacturing,Analyst,Small,4,12,4.75,0.066666666666667,1,6,Referral,Medium,0
4645,40,Europe,Retail,Executive,Small,1,11,1.0,0.556,6,8,Social Media,High,85
166381,49,North America,Manufacturing,Freelancer,Large,11,11,4.32,0.0,0,3,Organic,Medium,45
703001108,41,Asia,Manufacturing,Analyst,Small,1,0,1.0,0.0,0,0,Paid Ads,High,1
13565,41,North America,Healthcare,Analyst,Small,10,0,3.0,0.0,0,0,Organic,High,0
1b28e146-f39d-40b5-9e90-9fcb2287c493,54,Europe,Manufacturing,Analyst,Medium,2,0,2.1,0.5,1,7,Email Campaign,Medium,33
413349,49,Europe,Manufacturing,Student,Enterprise,0,0,4.8,0.0,8,7,Other,High,22
LEAD00001941,38,Asia,Manufacturing,Student,Small,2,9,20.16666666666667,0.7166666666666667,2,0,Organic,Low,71
lead_id_124,57,North America,Healthcare,Freelancer,Small,37,25,9.5,0.98,9,2,Organic,High,80
833,31,North America,Finance,Analyst,Large,1,2,1.77,0.0,0,3,Referral,Medium,10
BB84,43,Europe,Manufacturing,Freelancer,Small,16,1,3.39,0.2,1,0,Other,High,17
00ef078b-0321-4c50-9059-0138460e0000,63,Europe,Manufacturing,Other,Small,0,2,1.17,0.0,0,0,Email Campaign,Low,21
4786,49,Europe,Manufacturing,Manager,Enterprise,15,15,7.5,0.9,1,6,Email Campaign,High,75
lead_id_21,44,North America,Other,Student,Medium,1,0,1.3,0.26,0,1,Paid Ads,Medium,31
LP000625,56,North America,Healthcare,Analyst,Medium,10,4,5.0,0.2,0,0,Organic,Low,42
0070720,39,North America,Manufacturing,Freelancer,Small,23,16,38.0,0.25,0,5,Paid Ads,Low,13
1451114,28,Europe,Healthcare,Student,Small,1,0,0.0,0.0,0,0,Referral,Low,3
608BD196-D800-48F9-A34B-77D5B9C79A1B,32,Asia,IT,Executive,Medium,15,1,5.64,0.0546875,8,7,Paid Ads,Medium,73
177757,50,North America,Healthcare,Other,Small,3,4,6.11135745145268,0.3333333333333333,0,0,Social Media,Low,41
06589,49,Europe,Manufacturing,Student,Small,6,26,20.0,0.09,0,0,Referral,Medium,51
170001047,57,Asia,Healthcare,Other,Large,5,1,1.0,0.0,0,0,Other,Medium,15
75565,42,Europe,Other,Other,Enterprise,0,0,0.46,0.04,1,3,Email Campaign,High,57
110022355,35,Europe,Other,Student,Small,9,0,0.0,0.6,1,1,Organic,High,23
lead_id_16180,40,Europe,Finance,Analyst,Small,5,1,1.0,0.0,1,3,Referral,Low,34
588,55,North America,Manufacturing,Other,Medium,2,13,1.0,0.01,0,5,Email Campaign,Medium,55
4128,39,North America,Healthcare,Student,Small,0,0,0.0,0.525,0,7,Organic,Low,4
25005,50,North America,Manufacturing,Freelancer,Enterprise,1,4,4.67,0.04,0,8,Email Campaign,Medium,20
123482,57,Europe,Finance,Freelancer,Enterprise,0,11,2.0,0.5605905849874999,8,1,Referral,High,0
100,38,Asia,IT,Student,Small,0,0,1.0,0.0,0,1,Email Campaign,High,35
10390,31,Europe,Retail,Freelancer,Medium,0,2,2.0,0.04,3,3,Social Media,Medium,47
2435b11c-9e52-44f2-89ec-d8ff494e3627,46,Asia,Healthcare,Manager,Large,1,22,7.666666666666667,0.09999999999999999,3,1,Paid Ads,Medium,26
788,39,Europe,Healthcare,Other,Small,1,0,11.37,0.47,0,0,Email Campaign,High,53
lead_id_666,42,South America,Retail,Manager,Medium,7,9,4.19,0.706,1,2,Organic,High,85
998,47,Europe,Manufacturing,Manager,Small,1,2,15.0,0.06,0,4,Email Campaign,High,85
lead_id_1589,42,Europe,Healthcare,Analyst,Small,13,25,7.84,0.23,1,1,Organic,Medium,57
num_48,36,Asia,Manufacturing,Student,Small,1,0,1.416666666666667,0.0,0,3,Social Media,Low,10
09d63905-a911-4974-b6ec-b84b03b7c7d4,35,North America,Other,Executive,Small,33,22,10.0,0.14,4,7,Organic,High,78
10000156,44,North America,Finance,Student,Large,8,3,3.79,0.53,0,6,Email Campaign,Medium,16
834,35,North America,Finance,Analyst,Small,4,12,16.0,0.04,3,5,Organic,Medium,48
04339,60,North America,Retail,Freelancer,Small,2,2,0.14,0.0,1,1,Organic,Low,1
b9475f47-76a0-4003-9342-c4f4a344034d,27,Asia,Manufacturing,Student,Small,0,0,0.0,0.0,0,0,Organic,Medium,14
1199290,23,Europe,Retail,Student,Small,1,0,3.24,0.0,0,0,Other,Low,3
07887,36,North America,Healthcare,Student,Medium,9,28,9.3,0.67,2,6,Paid Ads,Medium,68
LE00000048,45,Europe,Other,Freelancer,Medium,12,4,5.2,0.35,0,2,Referral,High,76
12475,38,South America,Healthcare,Manager,Large,3,11,2.5,0.06,2,5,Organic,Medium,34
2cc24675-b085-4960-9183-5a0a93ee46d4,40,North America,IT,Freelancer,Small,33,14,1.0,0.523809523809524,9,0,Organic,Medium,66
27859,60,Europe,Retail,Executive,Medium,1,1,3.42,0.38,7,0,Organic,Low,8
0644,35,Europe,Retail,Analyst,Small,2,1,2.0,0.52,0,0,Referral,High,72
KC1000002173,26,Asia,Retail,Student,Small,3,0,0.58,0.0,0,0,Email Campaign,Medium,1
lp158229,51,North America,Healthcare,Other,Large,6,1,0.0,0.0,0,0,Referral,High,45
a289380,32,North America,Finance,Freelancer,Small,5,21,2.0,0.31,3,1,Other,High,96
00B0B100001k39BAAQ,52,Asia,Healthcare,Other,Medium,0,0,1.65,0.34,1,0,Organic,Medium,12
959268,41,Asia,Manufacturing,Executive,Small,1,3,3.0,0.6,1,3,Referral,Medium,25
8706,35,North America,IT,Executive,Small,2,2,10.8,0.4705882352941162,0,5,Referral,High,20
1758704,33,Other,Retail,Freelancer,Medium,16,10,1.0,0.6546593737060732,2,5,Referral,Medium,43
06326,44,Asia,Retail,Student,Small,4,15,5.69,0.2,1,0,Other,High,60
2236986,29,Asia,Retail,Student,Small,1,1,2.124571428571429,0.0,0,0,Paid Ads,Medium,22
0843a876-3b5d-449f-b4e8-558d9db395c3,35,Asia,IT,Analyst,Medium,10,11,5.0,0.4,0,0,Social Media,High,80
02519,32,Asia,Retail,Manager,Large,42,2,6.5,0.0,0,6,Email Campaign,High,31
0223e0f9-7160-43c3-8215-389413e2a10e,49,North America,IT,Other,Enterprise,10,1,3.75,0.8,3,1,Email Campaign,Low,84
332396,45,Asia,Healthcare,Other,Enterprise,5,11,1.0,0.666666666666667,2,2,Paid Ads,Medium,68
66406,49,Europe,Retail,Other,Large,1,2,3.4,0.0,1,2,Organic,High,29
41356,37,North America,IT,Executive,Small,1,4,5.14,0.48,0,0,Other,Medium,31
71904,23,Europe,Retail,Student,Large,1,0,1.32,0.38,0,0,Other,High,24
lead_id_116,40,North America,Healthcare,Other,Medium,2,1,1.0,0.3333333333333333,1,1,Organic,Medium,66
00000438,57,Europe,Other,Executive,Small,0,7,0.0,0.0,0,0,Referral,Low,42
288806,54,North America,Manufacturing,Executive,Small,3,1,1.9,0.4347826086956543,0,2,Referral,High,75
6754,41,North America,Retail,Student,Small,35,15,45.335,0.472,0,6,Organic,Medium,19
837185,30,North America,Finance,Analyst,Medium,28,22,60.0,0.01960784313725491,1,9,Email Campaign,Medium,60
40384,31,North America,Healthcare,Executive,Small,1,12,1.44,0.0390909090909091,5,0,Organic,High,8
5917,52,North America,Retail,Freelancer,Small,1,27,4.83701333,0.033333333,0,0,Paid Ads,Medium,39
LP000046,57,Europe,Manufacturing,Analyst,Small,41,12,83.9684706641492,0.587301587301587,0,3,Organic,Medium,50
lead_id_832,25,Europe,Other,Student,Small,28,15,2.0,0.34,9,8,Referral,High,24
07d9f97f-30f9-48d6-b55e-10947e09faab,47,Asia,Manufacturing,Student,Large,3,1,2.2,0.12,1,0,Paid Ads,High,27
lead_25_601,50,North America,Finance,Manager,Medium,2,8,1.0,0.23,3,5,Email Campaign,Low,3
0e08c457-75da-409b-9516-078605e43797,60,Europe,Healthcare,Freelancer,Small,7,2,6.0,0.0,3,4,Paid Ads,High,68
5191919,38,Europe,Healthcare,Other,Small,1,1,23.0,0.3333333333333333,0,7,Organic,Low,12
9101836251,38,North America,Retail,Executive,Medium,0,0,0.0,0.0,0,0,Social Media,Low,34
01103,49,Europe,IT,Analyst,Small,2,2,2.233333333333333,0.4,1,3,Paid Ads,High,43
01000856,42,North America,Retail,Analyst,Enterprise,1,8,4.36,0.16,0,2,Organic,High,65
LEAD03947,58,North America,Healthcare,Analyst,Large,7,12,4.13,0.38,2,5,Organic,High,55
Fc5d58b6-2670-4487-9c61-ba5b8b6e3837,40,Europe,Healthcare,Other,Medium,2,1,1.0,0.0,4,1,Referral,Low,17
117,55,North America,Healthcare,Student,Small,2,11,2.0,0.6363636363636364,0,0,Organic,Medium,11
603581,55,Europe,IT,Analyst,Small,2,1,4.0,0.45,0,5,Referral,Low,19
100051581,59,Asia,Other,Executive,Medium,1,1,2.0,0.67,9,6,Referral,High,64
01727,50,Europe,Healthcare,Student,Small,1,2,1.0,0.5977551020408203,0,1,Social Media,High,26
163318,33,South America,Manufacturing,Student,Small,1,2,0.216666666666667,0.125,0,0,Social Media,Low,53
98332,48,North America,Healthcare,Freelancer,Small,0,1,1.14,0.53,0,7,Email Campaign,Medium,2
11006,39,Other,Other,Manager,Small,1,2,39.0,0.143,6,2,Paid Ads,Medium,70
8025517,49,Asia,Healthcare,Student,Small,0,1,0.0,0.0,0,0,Other,Low,17
2322,36,North America,Manufacturing,Analyst,Small,0,0,0.0,0.0,0,1,Organic,Medium,15
04077134,36,Europe,Manufacturing,Student,Enterprise,1,3,1.0,0.1428571428571429,3,1,Organic,Low,5
1701,38,Asia,Other,Manager,Medium,1,1,26.8,0.542,8,8,Email Campaign,Medium,32
84239,49,North America,Manufacturing,Executive,Enterprise,7,17,3.62,0.119,1,7,Other,Medium,45
2475902,34,Europe,Finance,Freelancer,Medium,2,2,1.5,0.5,4,4,Organic,High,72
0000000026,53,Asia,Other,Other,Small,0,2,2.0,0.5962354486603287,0,4,Organic,Medium,16
12441,26,Europe,Manufacturing,Student,Medium,18,2,2.1,0.3333333333333333,0,1,Referral,Medium,24
lead_id_297,38,Europe,Other,Student,Medium,32,13,2.3,0.38,0,1,Organic,Medium,44
6047,50,Europe,Healthcare,Student,Small,1,1,3.0,0.3564936592775446,0,1,Organic,Medium,25
27241,50,Europe,Healthcare,Analyst,Small,2,17,2.0,0.38,0,0,Referral,Medium,35
420560715,34,Asia,Retail,Other,Small,18,1,1.74,0.0048107106809229,1,1,Organic,High,79
17037,35,North America,Other,Analyst,Medium,2,1,5.15,0.42,0,0,Email Campaign,High,30
0078b230-303e-4a22-a84d-00259024869e,18,Asia,Retail,Student,Small,0,0,0.0,0.0,0,3,Email Campaign,Medium,45
134,23,Europe,Healthcare,Freelancer,Small,2,6,1.0,0.5833333333333333,1,3,Other,Medium,60
c0f7c821-cc8a-4a1f-99aa-b2080d359607,41,North America,Finance,Freelancer,Large,16,19,52.2164155336218,0.18181818181818182,3,0,Email Campaign,Medium,68
31863,43,North America,Healthcare,Analyst,Large,10,11,2.12,0.06399518040556666,0,4,Email Campaign,Low,49
18821,29,Europe,Manufacturing,Student,Small,3,4,4.67,0.1,0,3,Organic,High,63
LP00308,35,Europe,Manufacturing,Analyst,Small,12,24,2.0,0.45,2,0,Email Campaign,High,57
7237700869342776513,47,Asia,Manufacturing,Analyst,Large,0,5,7.4,0.8235294117647021,0,1,Other,Low,42
9808513-477-1162,39,Europe,IT,Freelancer,Small,41,12,18.1,0.26,0,1,Other,Medium,69
08136,44,Europe,Healthcare,Other,Small,3,1,2.33,0.5,3,3,Social Media,Medium,13
7250341,48,Asia,Finance,Student,Small,6,10,1.0,0.815,0,1,Email Campaign,Medium,33
6599,41,North America,Manufacturing,Manager,Large,1,2,0.99,0.03,0,9,Social Media,High,64
Lead01217,60,North America,Healthcare,Manager,Small,0,1,0.0,0.66,0,6,Organic,High,24
147466,52,Europe,Manufacturing,Other,Small,0,0,8.8,0.2,0,0,Paid Ads,Low,1
127493479,62,Asia,Manufacturing,Analyst,Small,3,1,4.8,0.6666666666666667,0,0,Paid Ads,High,6
30245,35,North America,Manufacturing,Analyst,Small,7,4,1.0,0.14077596277731896,1,1,Organic,High,81
1000000,34,North America,Other,Student,Medium,1,6,1.0,0.35,1,1,Paid Ads,High,86
l557910608,53,Europe,Finance,Analyst,Enterprise,4,8,3.15,0.0,3,3,Referral,High,6
lead_id_1791,37,Europe,Retail,Analyst,Small,15,12,1.0,0.45,1,7,Referral,High,34
LP00002390,34,Europe,Manufacturing,Freelancer,Small,2,22,1.0,0.568,2,0,Organic,High,77
LEAD000246,38,South America,Manufacturing,Student,Enterprise,25,6,3.6,0.43,3,4,Organic,High,51
3220031,46,North America,Healthcare,Manager,Large,20,17,10.88,0.8,1,0,Email Campaign,High,98
10039,25,Asia,Finance,Analyst,Small,1,5,5.28,0.11704539586483434,0,0,Referral,High,94
60837,40,North America,Manufacturing,Freelancer,Small,2,20,26.9,0.7142857142857143,1,5,Other,High,33
10066,41,North America,Healthcare,Other,Small,2,2,0.0,0.26,1,0,Referral,High,66
313,54,Other,Healthcare,Other,Small,5,16,30.45,0.19,1,4,Other,Medium,56
lp00189,46,Europe,Finance,Analyst,Small,0,0,1.0,0.0,0,0,Social Media,Low,1
lead_id_145,25,Europe,Manufacturing,Analyst,Medium,10,24,7.0,0.5714285714285715,2,1,Referral,Medium,49
PX624013,33,North America,Manufacturing,Manager,Small,11,17,3.5,0.49,2,1,Email Campaign,Medium,51
lead_id_1,42,Asia,Healthcare,Manager,Small,2,13,3.5,0.3125,4,2,Referral,Medium,55
ba9b06d0-2364-4161-9599-450c5b12378f,53,Europe,Healthcare,Executive,Large,4,1,3.49,0.47619047619047616,1,0,Email Campaign,Low,27
0117624f-1044-42fb-b522-d1b62c39a482,32,Europe,IT,Analyst,Large,1,6,41.0,0.03,1,1,Organic,Medium,58
1385042,36,Asia,Finance,Student,Small,1,3,1.0,0.3,0,0,Email Campaign,Low,5
28259,48,Europe,Healthcare,Analyst,Enterprise,0,0,1.0,0.0,1,0,Social Media,Medium,11
LEA252190,53,Asia,Healthcare,Student,Small,3,1,1.0,0.2,0,0,Organic,Low,14
61024,39,North America,Healthcare,Executive,Medium,5,3,56.1585625,0.666666666666667,1,0,Organic,Medium,61
97408,43,North America,Retail,Manager,Small,29,0,5.0,0.0,1,1,Paid Ads,High,88
00008717,33,Asia,Healthcare,Other,Small,31,15,51.47,0.3,7,1,Referral,Medium,33
20245-24J,62,Europe,Other,Other,Small,23,1,6.45,0.42857142857142855,2,7,Email Campaign,High,54
2000005970,53,South America,Other,Other,Small,1,3,2.0,0.365158546939688,6,10,Organic,Medium,49
0216,32,Other,Manufacturing,Student,Large,0,0,0.0,0.0,0,6,Paid Ads,Low,5
a79d847e-e025-4a9a-a6a0-8be3e1d7e98b,30,Europe,Finance,Analyst,Enterprise,9,5,9.27,0.42,1,1,Organic,High,60
73514,38,North America,Healthcare,Other,Small,11,11,3.84,0.28,1,2,Organic,Low,30
Lead_ID_1184,42,Europe,Finance,Executive,Small,7,14,19.387499999999996,0.3535353535353535,1,6,Social Media,High,41
7f7a43fe-3d15-4155-97e5-85d0831d7266,31,North America,Manufacturing,Executive,Medium,3,1,8.38,0.33,1,4,Paid Ads,Low,12
XJS-8460669-567680,51,Other,Healthcare,Other,Small,0,0,15.0,0.3,0,3,Email Campaign,High,18
1648504,24,North America,Manufacturing,Manager,Small,3,23,44.33057012825429,0.4954948528621668,0,10,Email Campaign,Medium,28
0110222002000005515,49,Europe,Manufacturing,Student,Small,0,3,1.0,0.6984126984126984,0,1,Paid Ads,High,63
114490,35,Europe,Healthcare,Analyst,Medium,1,9,2.25,0.5454545454545454,4,5,Referral,Medium,23
420,49,Europe,Manufacturing,Analyst,Small,11,2,35.1,0.049779326934149,2,7,Referral,High,8
5335023636010196,59,Asia,Healthcare,Executive,Large,2,26,1.0,0.0625,0,10,Organic,High,76
3658,36,Europe,Manufacturing,Analyst,Large,11,21,3.37,0.3,1,0,Paid Ads,Low,33
912,52,North America,Finance,Manager,Small,2,1,3.47,0.18,1,3,Paid Ads,Medium,9
I-857,37,North America,Retail,Student,Small,2,1,8.0,0.43,1,0,Organic,Medium,23
1b917c66-681e-4f62-a983-3438462f492e,33,North America,Manufacturing,Analyst,Large,1,2,3.9,0.0,3,9,Organic,High,84
2876,59,Asia,Healthcare,Executive,Small,10,16,2.0,0.62,1,4,Referral,Medium,32
98020,46,Europe,Manufacturing,Freelancer,Small,6,3,8.3,0.79,4,3,Organic,Low,53
lead_1004,40,Europe,Retail,Other,Large,3,25,5.0,0.85,5,0,Paid Ads,High,53
1221699,39,North America,Other,Manager,Large,3,2,1.7666666666666666,0.0,4,0,Email Campaign,Low,33
